Restaurant,Reviewer,Review,Rating,Metadata
Pista House,Ravikanth Laxmana,Decent place. Try this place for Hyderabadi biryani. Very close to the prominent places. Parking is an issue though. Avoid during peak hours.,3,"7 Reviews , 19 Followers"
Pista House,Inner World Of A Super Foodie,"A very famous place in Hyderabad which previously used to sell only haleem but now it sells a hell lot of thing and the best part is that they sell a delicacy that is Special Biriyani which consists of mutton, chicken, fish and yes it will be tough for even 3 people to complete it...
We'll try the Barkas Pathar Ghost as well
Service-4/5
Ambiance-4.5/5
Food-5/5",4,"139 Reviews , 259 Followers"
Pista House,SAI SURAKSHITH KESHAVA,"The best haleem in the city, mouth watering tummy satisfying dish... Eid is not fullfilled without eating this haleem... I am very happy to suggest pista house to the food lovers in the city who have not yet tried",5,"7 Reviews , 9 Followers"
Pista House,Indradipta Sardar,Pista house is the restaurant which comes in mind when it comes to Biriyani and Haleen. But I tried Chinese here and I must say the dishes tasted too good. A very decent restaurant with reasonable price.,5,"32 Reviews , 319 Followers"
Pista House,Ris Hi,Visited this place on ramadan and we ordered 6 haleem we where 4 all we thought that we can enjoy the real taste of haleem and the bitter truth was the taste was long gone with the moving season .. seriously there is something wrong with this branch too many uncooked bones and intestines . All I can just say is ONE BAD TASTE IS ENOUGH to make all the good once bad ..,1,"6 Reviews , 10 Followers"
Pista House,Akhil Mahajan,"This review is for delivery. We ordered a half kg butterscotch cake. It was really really great in taste. The texture of the cake with perfect amount of butterscotch made it more special.

Edited review- we finally went to the outlet. As soon as we entered the food fragrance got us. We ordered some snavks and they were good",4,"136 Reviews , 325 Followers"
Pista House,Mukesh Mittal,Been here. Food is average. Causal dining. For me all biryanis are same. So nothing special. Average ambience. Average service but little crowded.,3,"26 Reviews , 54 Followers"
Pista House,Kumar Swamy,Worst Experience in Parcel of Zaffron Motton Regular Biryani no mutton piecec found i. Biryani bill is 158/- with Gst ... Fooling public in parcel.. dont take pacel frm pista house ... Very Bad experience Simply Looting Public money on parcels of biryani......,1,"1 Review , 1 Follower"
Hyderabad Chefs,Eshwar Chandra Gupta,got chicken biryani without chicken,1,"0 Reviews , 30 Followers"
Hyderabad Chefs,Avishek Chakraborty,The staff is not at all polite. Even we got dirty plates. Its one of the worst experience I had. I would suggest to order food from online if you wish to have food from here. The taste of food is decent but it has no ambience. In a way they charge more than the service they provide.,2,"38 Reviews , 172 Followers"
Hyderabad Chefs,Robin Simon,good,3,"4 Reviews , 1 Follower"
Hyderabad Chefs,Sravani Madireddy,good,4,"1 Review , 1 Follower"
Hyderabad Chefs,B. Prashanth,Good,5,"2 Reviews , 3 Followers"
Hyderabad Chefs,Karan Chinmay Kumar,cheated,1,"8 Reviews , 13 Followers"
Hyderabad Chefs,DASARI NARENDRA,worst delivery,1,"1 Review , 1 Follower"
Hyderabad Chefs,Vikky Mark,awesome service,5,"1 Review , 1 Follower"
Hyderabad Chefs,Ganesh Kumar,nice,5,"2 Reviews , 2 Followers"
Hyderabad Chefs,Manini Nayak,gongura biryani was nice but quantity for two people is too much and Apollo fish was not tasty,2,"6 Reviews , 1 Follower"
Shanghai Chef 2,Rachna K,"Stale food and indigestible noodles. Please don't visit here if you don't want to fall sick. The chicken was dry and uncooked , the noodles was sticky and under cooked. Felt the items were reheated as it was served way quicker than expected.",1,"6 Reviews , 9 Followers"
Shanghai Chef 2,Smita Singh,A small place with with dim lighting and gives the feel of romantic dinner table. At first we thought it's a good budget friendly restaurant for Chinese food in gachibowli. Food tasted good and so was the presentation. we were enjoying our food and suddenly we heard people arguing with Waiter over something. And to our horror when we find out they had found cockroach in their food our experience turned into nightmare. They should maintance the hygiene of their kitchen.,2,"20 Reviews , 82 Followers"
Shanghai Chef 2,Rahul Agarwal,"Ok place. The food was just fine, but since it is reasonably priced, its decent value for money.
Service is ordinary though.
On a sunday afternoon, the place was empty and it was hard to digest. I almost went out but then decided to give it a try anyway.
Bottom line, if i want to eat relatively inexpensive Chinese food, then this might be a choice, else no.",3,"34 Reviews , 233 Followers"
Shanghai Chef 2,Aiswarya Shaji Dev,"Ordered Chicken fried rice and Kung phu chicken. The food was great and value for money. Quantity is less. Good ambience.

Quantity 3/5
Taste 4.5/5
Ambience 4.5/5",4,"3 Reviews , 4 Followers"
Shanghai Chef 2,Rahul Talekar,"Shanghai chef 2
Located in the gachibowli ,hyderabad .
Food they are serve is looking good and so tasty.
Price is reasonable.
Staff service is best",5,"12 Reviews , 4 Followers"
Shanghai Chef 2,Sourya Satabdi,the quantity of soup was half of what they provide at the restaurant,3,"1 Review , 1 Follower"
Shanghai Chef 2,Nilesh Patil,"I had pretty ""authentic"" Chinese food here. Along with chilli sauce and chicken pieces in noodles, they served few insects as well. Staff is also quite cool and composed. Even after showing it to them, he just walked away with the bowl and didn't even bothered to say sorry. Respect!!",1,"1 Review , 1 Follower"
Shanghai Chef 2,Vasanthan Lr,"Two stars explained, one for bearable ambience and another for bearable food. This is not a authentic Chinese restaurant. Not to be hateful but this place is just a fast food restaurant with better ambience.

If you want an authentic Chinese meal , don’t come here.",2,"96 Reviews , 768 Followers"
Shanghai Chef 2,Prabhjot Sandhu,It's a duo restaurant where you can have Chinese and sizzlers together available at one place .... well quantity is much less compared to price and taste is not that good though as Chinese should be at that price...,3,"55 Reviews , 188 Followers"
Shanghai Chef 2,Rekha,We ordered sea food bamboo rice and it tasted worse... Rotten smell from the rice made me sick... Ordered Kung Pao chicken.. we asked for something spicy and they suggested Kung Pao chicken.. but it is sweet ! I never knew that something sweet is actually meant to be spicy at Shanghai Chef!! We also ordered black pepper chicken curry and manchow soup... These two were ok,1,"1 Review , 1 Follower"
Feast - Sheraton Hyderabad Hotel,Yogesh Kumar Gupta,"We went for a lunch with our team, and all of us were truly disappointed with the food and the service as well. For vegans, they had just 2 starters.. the food did not had any taste, it was more like just things being mixed without any skills. Desserts were little better, but main course was completely disappointing, be it the dal makhani, which lacked consistency, or the paneer, which was like cubes poured on top of the gravy. I certainly would have tasted better food than this at pretty lower costs.",1,"16 Reviews , 46 Followers"
Feast - Sheraton Hyderabad Hotel,Saiteja Reddy,"I had bad experience with buffet,food served was not at all worthy. Service and ambience were good but food was pathetic and just waste of money.",2,"1 Review , 9 Followers"
Feast - Sheraton Hyderabad Hotel,Dinesh Naidu,"Went for lunch buffet,little disappointed with the spread, at this cost expect little more options. Taste was okay some of the items were good others were ok ok.

Overall 3/5
Ambience 4/5
Food 3.5/5
Value for money 2/5",3,"20 Reviews , 10 Followers"
Feast - Sheraton Hyderabad Hotel,Tahishi Gupta,"Ordered chicken biryani, chicken chilli and cheesecake . Chicken biryani was good but the cheese cake was beyond amazing. It just melted in mouth.",4,"28 Reviews , 34 Followers"
Feast - Sheraton Hyderabad Hotel,Laxmipathi S,"Breakfast buffet is always a surprise, with variety in love counters,
Classic French toast, waffles were fresh and best.
Thanks to Mr Deepak and Mr Dharma for attentive service and assistance. Will meet you soon

Happy morning",5,"24 Reviews , 450 Followers"
Feast - Sheraton Hyderabad Hotel,Amit,"Standing true to its 5-star ambience, the food gels to fit in the category of a premium outing. Salads, Chat, North Indian, Continental to South Indian, this place tends to fulfil the cravings of each category. There was a huge section of Salads out of which Bacon salad being the pick of the lot. The Starters spread included Hummus varieties with dry and soft pita breads, Farm fresh cheese varieties which were a delight, Live chat and Pasta counters, Tawa fish, Fish fry, Chicken starters, Pork pepperoni, Sauted mushrooms, Chicken Salami, Bacon, Sausages etc.  

The Main course had Chicken Haleem which was okaish, Chicken Biryani which was good, Mutton curry where I felt the pieces were undercooked, Mirchi ka salan, Veg Biryani and some veg curries. The main course could have been better in terms of the standard of taste set by the starters. Prawns and Crab items were missing which could have furthermore enhanced the visit experience. The desserts section was an absolute joy for sweeth tooth. They had a humungous spread of sweets which included Chocolate burfi sandwich, mud pudding, motichoor laddu, Barfis, Moong dal Halwa, Phirni, Fruit kheer etc. The pastries section had a lot to offer in terms of various flavours and varieties. Overall a decent outing experience!",4,"166 Reviews , 912 Followers"
Feast - Sheraton Hyderabad Hotel,Amol Kale,"With the kind of price they have for the buffet, I would call this as my worst buffet experience ever. The vegetarian people I had accompanied had nothing to eat at all. There was not even a single paneer starter. And for non-vegetarians, there was nothing except chicken being served.  We don't expect such food for this cost and venue.",1,"3 Reviews , 25 Followers"
Feast - Sheraton Hyderabad Hotel,Wes Licmoan-Ragot,"Good food. Good place. Amazing dishes! Hema was so attentive.


All the best.

All the best.

All the best.

All the best.

Nothing but the best!


God speed!",5,"2 Reviews , 6 Followers"
Feast - Sheraton Hyderabad Hotel,Saurabh Verma,"Yesterday, as always I went out for family dinner. We wanted to try something new. My wife searched for a highly rated restaurant and found this restaurant on Google. As I'm Sheraton/ Marriot Platinum member (42216744521/791050313) and had the best experience in past, I thought this would be a good choice. We booked the table. We started the food but soon we realized that we have made the worst decision of our life ever for restaurant selection. We opted to go with Buffet. There is definitely a great variety on the menu but the food was cold, not even warm. I did not like the food much. It was not even okay. As you would expect delicious and ravishing meals from Sheraton, that was not the case here. Only real-time cooked food was hot like pasta, roti. Anyway, we finished our food and came back. Now in the night, my younger son started vomiting and he was finding difficulties to digest water as well. The whole night he was vomiting. And, in the morning my wife stared do vomiting. We rushed to the hospital [Continatal] and the doctor clearly said it is food poising. We went to flashback and realized my wife and younger son had come vegetable team, which may have caused the vomiting. Eldor son had pasta so he was good. 
Very disappointing experience from Sheraton. I have to think about my relation with Sheraton in the future.",1,"2 Reviews , 1 Follower"
Feast - Sheraton Hyderabad Hotel,Ravi Alapati,Nice place for Breakfast.... Lots of variety.. From cuisines. Waiters and staff are very helpful.. Special thanks to Mahesh helping us with the kids..,5,"3 Reviews , 17 Followers"
Paradise,Kaus,"Mumbaikars have heard about the famous paradise restaurant... Hence decided to try out this one with great hope.
Ambience at this place is great; however i was not really impressed with the food and service.

We ordered :
Chilli chicken : 2.5/ 5
Paneer tikka : 3.5/5
Chicken masala : 0.1/5 ... lowest rating possible
Chicken biryani: 3/5
Garlic naan: 2/5

The staff were least bothered and kept us waiting for like 20 mins jus to take order and after all that the food was very disappointing. This is only a much hyped restaurant. I would not go and recommend this place to anyone for frequent dine experience.",1,"7 Reviews , 2 Followers"
Paradise,Noor Mohammed Zubair,"Taste: there was huge hype about biryani hence I tried it, didn't find the taste up-to par, not really happy with the food taste.
Ambience: the place was well versed but not calming enough to keep you concentrated on food. The AC wasn't working properly which led to uneasy food experience.
Service: it was alright. Don't have much to talk about it!",3,"45 Reviews , 48 Followers"
Paradise,Manila Reddy,The staff were really good ..the food is delicious. The egg biryani is too good. The place is clean and neat . Ambience is amazing.a place to visit in Gachibowli.,4,"3 Reviews , 2 Followers"
Paradise,Ganges Rahul,As always the best food and service :) and chicken 65 is very good and chicken Biryani is very good and nice place soo enjoy the food lastly so thank you,5,"2 Reviews , 4 Followers"
Paradise,Pujitha,Good food and ambience good servise staff was good and food and servise both are good i had veg biriyani its relly good come again and again,5,"2 Reviews , 6 Followers"
Paradise,Chandrakanth Rachakonda,"I have ordered 2 special chicken biryani's and received two ordinary biryani's with bones! This is a big time disappointment. This place was known for its Biryani and now I feel like I have had a worst biryani.

It costed 400 bucks each and receiving the same 200 bucks biryani has been my worst experience.",1,"2 Reviews , 3 Followers"
Paradise,Srinivas Nemani,"Service was amazing been to biryani places but paradise birayani taste great ,
Place is cozy and great to hang out with friends
Would love to visit again",5,"1 Review , 2 Followers"
Paradise,Raj Mondal Raj Mondal,Good service and all food very good taste......Biryani super looking and my family is very happy thank u so much so come for again paradise gachibowli.,5,"1 Review , 1 Follower"
Paradise,Karthik Puram,"Polite and friendly. Visited this place for the 3rd time, and the food is decent enough. Good place to visit with the family for dinner and lunch.",5,"2 Reviews , 1 Follower"
Paradise,Dinesh Chandra,"Experienced the best haleem here. Murg Musalam taste was good. Service was awesome, they were too respectable. Good ambiance. I recommend to my family and friends.",5,"2 Reviews , 34 Followers"
The Tilt Bar Republic,Syam,"If you have not tasted sauce....go to Tilt. Went yesterday ..beer is ok...
Cilantra fish...tastes only of sauce
Chilli Lamb....tastes only of sauce
Chilli egg...tastes only of sauce
Mutton kebab....doesn't taste like anything...

Sad to say...the most overpriced and shittiest food I have ever tasted in Hyderabad..
One star for the beer and masala peanuts....

On top of that they tried to scam us by charging a whopping service charge...",1,"4 Reviews , 3 Followers"
The Tilt Bar Republic,Saket Jain,"Ordered for a Red Sauce Pasta which came sweet. Then ordered for a veg assorted pizza expecting of a better experience but failed there too. It was too bland and nowhere near to a decent pizza too.
There was a band performing too but was so boring that we hardly listened to any of its songs.",2,"3 Reviews , 57 Followers"
The Tilt Bar Republic,Phani Dileep,"Just make sure why you are going there. If food it would be a 3 rating(yes comparatively cheaper buffet in near by restaurants though) and if it drinks it would hang near 4. Their varieties in drinks get that for them.
Place is good in ambiance but total inside so not a roof top or garden. You can enjoy the game days well than other days
And yes a good value for your money",3,"99 Reviews , 106 Followers"
The Tilt Bar Republic,Abhishek Durvasula,"Good ambience.
The food was great. We tried veg platter and schezwan noodles.
I liked the beer best. Lots of brews available. Each flavour was different. I loved Barbar and Green Killer IPA.

Waiters were courteous and prompt.

The only thing I was not satisfied about was the cleanliness in general. Tables were a bit greasy.",4,"4 Reviews , 1 Follower"
The Tilt Bar Republic,Akhil Mahajan,"Thankyou zomato that i found this place. I have never had this amazing belgium beer. Amazing variety. The best was their white wheat german beer. The fruit belgian beer was also good. We ordered barbeque chicken which was good.
The service is amazing and service people do their best to make your visit amazing",5,"136 Reviews , 325 Followers"
The Tilt Bar Republic,FoodDelicaciesHyderabad,"Hats Off to Tilt Republic Bar- The only Europeon Bar in Hyderabad for having such huge array of Beers from different parts of the World.

The Food, ambiance, service is exceptionally good but what really stands out is their beers.

When I say Food is good- in elaboration I mean from starters to main course to desserts everything is oh - so Delicious!

The liquor section Of Tilt is hands down the most rare one, I say this cause of the beers they offer. I am not a beer person but here the beers are like nothing I've had before.

The beers are imported from different parts of the world and specially from those areas cause you wouldn't get the taste elsewhere.

No no the story doesn't end here. One thing you wouldn't want to miss is...
THE SPECIAL SHOTS OVER HERE -
JENEVER- WAFFLE SMEETS ( My fav over here)
JENEVER- CITROEN
JENEVER- BESSEN

Can't stress enough of how delicious these shots are(and very boozy)

A place that deserves multiple visits!",5,"146 Reviews , 496 Followers"
The Tilt Bar Republic,Sachin Sherikar,Terrible staff. I don't remember when the last time I saw such horrible and unorganized staff. Most of the staff isn't aware of what order is being placed. They end up getting the stuffs from their which you haven't ordered. We had to wait for over an hour for our main course and then the food was also a big disappointment.,1,"38 Reviews , 73 Followers"
The Tilt Bar Republic,Ansh Gupta,"I’ve been to this place four times before and each time the service is excellent,the food is delicious and drinks are the best. The beers here are authentic!",4,"2 Reviews , 1 Follower"
The Tilt Bar Republic,Sidhant Girglani,"I have only one word.... mediocre.... We went there thinking it would have good music and nice decor but it had neither. Since we were not drinking, the menu also seemed very limited. Go there if you wanna drink n snack, but then there are cheaper places which offer both with a better ambience.",3,"22 Reviews , 17 Followers"
The Tilt Bar Republic,Bharadwaja Ghali,"A chick place.

Went for a team lunch. Service was very good with staff being courteous and prompt in serving food.

We opted for buffet which has decent number of options for both Vegetarian and Non-vegeterians.

An ideal place to hangout with friends on a game night enjoying the drinks and food.",3,"97 Reviews , 232 Followers"
Amul,Sheshank Reddy,They are just making people fools.I orderd for belgium chocolate ice cream they gave me normal chocolate with some chocolate syrup on it.owner is too rude as well.I asked him then he said that it will get same taste as belgium chocolate.Better to go to another outlet nearby,1,"3 Reviews , 2 Followers"
Amul,Charushila Biswas,Ordered death by chocolate and received butterscotch and some other ice cream! Giving two stars because zomato doesnt show the reviews that receive 1 star.,2,"42 Reviews , 1384 Followers"
Amul,Shivanand K,"Amul brand is good for milk but not for ice creams.
They tried too hard to fit in but could not match the creaminess of other brands.
Coming to the outlet they hardly have 5 varieties ... sadly had to choose one among them.",3,"28 Reviews , 72 Followers"
Amul,Prabhjot Sandhu,It is quite good and decent place to have a variety of desert of amul ( the taste of India ) :) ..... It's pocket friendly and the services and quantity and quality offer is also best ....,4,"55 Reviews , 188 Followers"
Amul,Riwaj Ghimiray,Awesome!,5,"6 Reviews , 1 Follower"
Amul,Rahul Nayak,nice,5,"20 Reviews , 6 Followers"
Amul,Shabe,less quantity,3,"3 Reviews , 3 Followers"
Amul,Varun Verma,Delivered only 4 ice Cream,1,"3 Reviews , 8 Followers"
Amul,Sahil Singh Duggal,Missing spoons!,1,"3 Reviews , 139 Followers"
Amul,Prashanth Kumar,Ordered Nutty Fruity Ice Cream which is mango and strawberry crazy combination and the roasted almonds which is awesome in this hot summer and the delivery boy done a great job but the packing was in plastic cover which usually delivered in Amul branding cover just saying but still i don't mind until the ice cream was good and Great Job Amul !!! Excited to have more ice creams in this hot summer.,5,"3 Reviews , 6 Followers"
Udipi's Upahar,Jayadeep Devadas,this order was not delivered,1,"5 Reviews , 82 Followers"
Udipi's Upahar,Rashmi Tripathy,this particular item not properly cooked. taste also not good,2,"2 Reviews , 1 Follower"
Udipi's Upahar,Suresh Neralla,"Used to be great for tasty breakfast, now almost flat taste, unless have other options no more a must have place.

Service standard - okay
Pricing - okay
Parking - unless peak hours - can find one.",3,"135 Reviews , 929 Followers"
Udipi's Upahar,Mansi Saraswat,"This place is my default option for south indian breakfast. Located right on the Gachibowli-Kothaguda road, this place serves Poha, idli, dosa, uttapam, poori sabzi etc. Personally I prefer their south indian food.
There is a small juice counter outside the restaurant as well.

If you are looking for ambience then this place is not a great option but taste wise and cost wise it won't disappoint you!

Happy eating! :)",4,"67 Reviews , 569 Followers"
Udipi's Upahar,Anish Kumar Barnwal,Great taste and quick deliverey,5,"6 Reviews , 3 Followers"
Udipi's Upahar,Amol Lakhe,"The Coconut chutney here is great.
Food is prepared with less oil.
Do try Cheese Dosa and Bisibelle Bath.
Also try Ginger Tea available at Udipi Tea stall.
Tea is very good in flavour.",4,"3 Reviews , 1 Follower"
Udipi's Upahar,Anuj Kumar,Rudest billing staff ever. Didn't provide change. Worst customer service. Never going again. Don't know how to treat the customers. Many options available.,1,"30 Reviews , 218 Followers"
Udipi's Upahar,Madhavi Parnam,nothing,5,"2 Reviews , 4 Followers"
Udipi's Upahar,Santosh,they did not give me sambar.. unprofessional attitude,1,"10 Reviews , 2 Followers"
Udipi's Upahar,Naveen Kumar,"No frills place. Many families frequent this restaurant. There is air conditioned seating area below. Don't expect great service, but the service will be quick. Prices reasonable. Pineapple kesari and parota kurma are must have.",5,"23 Reviews , 6 Followers"
NorFest - The Dhaba,Priti Singh,"I ordered food here.but one guy called me nd said food is not available. Restaurant guy called me nd declined the order. If food was not available ,you should not taken the order.",1,"1 Review , 1 Follower"
NorFest - The Dhaba,Shreyoshi Mandal,"Okay to begin with, a 4.3 rated place in food court sounded quite fishy to me. So I was expecting a big bang surprise with their food. I had Amritsari Kulcha with Chole, Sweet Lassi and Shikanji.
First, coming to the people who spoke about ""Authentic Punjabi"" food in reviews, guys you are either out of your mind or really need to hit Punjab and eat there!
Shikanji was plain flavoured water that tasted medicinal, Lassi was the worst one I have had lately. The Amritsari Kulcha and Chole was tasteless. The dollop of ""Butter"" didnt taste as it was meant to.
Overall a very disappointing experience.",2,"155 Reviews , 1803 Followers"
NorFest - The Dhaba,Sunil Sistla,"veg pulav, kadai paneer, garlic Naan.
Pulav is not properly cooked. Looks colorful but tasteless. The gravy is too sweet. Naan I could see the uncooked dough.",3,"29 Reviews , 54 Followers"
NorFest - The Dhaba,Rubin S Cherian,"This has been on my list for a while now, but for some reason, hadn't been able to make it there until recently. Went in for Lunch with my colleagues. Was impressed by the level of activity at this place, serving huge nos of online orders from a rather small kitchen (housed in a food court).

We ordered Mutton Galouti Kebab, Veg Seekh Kebab, Paneer Kadhai, Butter chicken, Dal Tadka, Tandoori Rotis and Jeera Rice. The Mutton Kebab was delicious - the 'melt in the mouth and leave you wondering' kind - only possible improvement was that they could have made it a bit less salty - strictly nitpicking.

The veg seekh Kebab arrived slightly late and was not as good as the Mutton, but still held a good taste. The star for us was the Butter chicken. Slightly tangy, moderately spicy, slightly sweet, incredibly smooth and buttery, with huge pieces of chicken. I was bowled over..! So impressed was I, that the Paneer kadhai, which was actually more than decent and very tasty, failed to capture my attention..! The Dal and the rotis were good, but paled in comparison with the magic of that Butter chicken. The only less impressive dish among the lot was the Jeera rice, which was almost devoid of all flavours except salt - could have been better.

In all, a very good experience. I cant say Value for money, but the food was impressive in general. Worth more visits, any day..! Thanks.

Food: 4.5/5
Ambience: 4/5 (food court setup)
Service: 3.5/5
VFM: 3.5/5 (a tad expensive, but probably justified by the quality and taste of the food)",4,"62 Reviews , 516 Followers"
NorFest - The Dhaba,Gaurav,"Would you like to feast on North Indian food in Hyderabad? Are you a foodie or die hard fan of butter chicken? Go or order from NorFest, I was deffinitely vow after having sambhar or idli for couple of days when I ordered from this place. Big fan of them, tried their all outlet and I must say good pricing with awesome taste (Without curry leaves :)))) in Hyderabad (No Offence to south indian  food).
Best part is that it will not hurt your wallet badly if you compare with Dhaba etd 1956 or other so called north indian restaurant.",5,"1 Review , 6 Followers"
NorFest - The Dhaba,Mitali Agrawal,"I just loved it. Good food at reasonable price.
Paneer lababdar & daal makhni from this place is very good. I also tried aloo kulcha and it was also good though the chole served with kulcha need to be improved.",4,"19 Reviews , 2 Followers"
NorFest - The Dhaba,Roohi Najiya,"⚫️ This has to be my favourite Punjabi restaurant in Hyderabad!!! During my short trip in Hyderabad,I have tried food in many restaurants but this one was a scene stealer!! What I liked the most abt this place was the amazing food at such a reasonable price!!!
The taste was something that will crave you to have more and more even when you are full!!!
I visited this place with my friend without any proper planning.. our intention was to visit the pub in the same mall but we were too hungry and were not interested in eating in pub!! We wanted something heavy to get that energy to dance like crazy 💃💃
So, we ended up in this restaurant!! It is located at the food court and has open seating facility!!!
.
.
🔴We ordered the Punjabi Special VegThali:
₹269/-
It was the most delicious Thali I ever had in life, just divine and out of the world ❤️❤️
It comprises of the following:
▪️Kadai Paneer (4.5/5)
Paneer are usually always tasty in most of the restaurants but the gravy always lacks the taste!! I have the habit of just eating the paneer cubes and leaving the gravy!!! But, this one has the most tasty and delicious gravy👍👍

▪️Dum aloo (4/5)
This was the veg of the day, potatoes 🥔 were peeled properly and were marinated nicely!!! Just like paneer, the gravy was something to lure for!!

▪️Dal Makhani (4.5/5)
A Punjabi Thali is definitely incomplete without a Dal Makhani!!! It is one of the most popular and loved dal in the northern part of the country!! The dal gets its taste and richness from the use of cream and butter in black lentils and red kidney beans!! It was super yummy and definitely the best dal makhani I ever had!!

▪️Bundi Raita (5/5)
This one stole my heart ❣ I think words won’t do justice for its great taste!! I never had such a tasty raita ever in any restaurant and trust me I eat out a lot!!! I would have mind having 3 bowls of raita at one go coz it was this yummy!! The curd was fresh and the minimum spices used in it was adding the perfect flavour... A big thumbs up for this dish 👍👍👍

▪️Rice (4/5)
The zeera basmati rice 🍚 was definitely of the best quality!! It was big in size and was cooked so well!! Each rice piece was looking like a gem on its own !!!

▪️Butter Tandoori Roti (4/5)
It was soft, buttery and definitely only made up of wheat 🌾 without any hint of maida!!!

▪️Salad (4.5/5)
Fresh cucumber 🥒, carrot 🥕 and onion with a pinch of lemon 🍋 is definitely makes the best salad in a Punjabi Thali 👍👍

▪️Kheer (4/5)
The perfect way to end a meal is by having a sweet dish and what can be better than kheer!!! It was not overly sweet but the sugar was mixed in a way that will suit everyone!!!
.
.
⚫️ The service was quick and they did not made us wait for more than 15 mins!!! What I like most about the food was that the spices was added in a perfect way, just to make it tasty they have not turned it into super spicy!!!
The quantity is good for one person although even two person can share it!!! But, I will suggest not to share as it is so yummy and tasty, you will regret sharing even a single bite!!
Surely try this outlet and you will thank me later ❤️❤️
.
.
➡️Final Verdict (⭐️⭐️⭐️⭐️⭐️)
▪️Food 🍱- 5⭐️
▪️Ambience 🏢- 3⭐️
▪️Service 👥- 4⭐️
▪️Value for money 💰- 5⭐️
▪️Overall Rating- ⭐️⭐️⭐️⭐️",4,"75 Reviews , 582 Followers"
NorFest - The Dhaba,Smrati Saxena,"Best butter chicken i have ever had❤️ if u are looking for authentic north indian food in good price, this is the best place.. highly recommended.
service - 5/5
Food - 5/5
ambience - 4/5",5,"18 Reviews , 41 Followers"
NorFest - The Dhaba,Anuja Vengurlekar,"best butter chicken. Very nice service and staff is really friendly.
Will definitely visit again.
Highly recommended for the people who are looking for north Indian food",5,"1 Review , 11 Followers"
NorFest - The Dhaba,Ashima Saxena,I ordered Lucknowi veg galouti kebab and paratha through ZOMATO but the quality of the kebab needs some serious improvement and were very oily too.,1,"17 Reviews , 3 Followers"
SKYHY,Manisha Rao,Starters was ok to taste but after effect lasted for days. The colour of the stools was black for almost 5 days from the day we visited that place. My friends experience after having those starters was horrible.She was admitted in hospital.,1,"1 Review , 2 Followers"
SKYHY,Manish Dash,"This place is okay at best. The drinks are too diluted with an extra crapload of ice. The live music was really great but didn't fit inside such a place. Cibo house is a much better place if you're looking for some good live music, a peaceful time and some great drinks with friends.",2,"6 Reviews , 61 Followers"
SKYHY,Susmitha Penisetti,"I have been to this place with my friends on a Friday evening as they had Bollywood night starting from 8.
The food was average. They didn't even had Breezer which is disappointing. The service was not that great.
As mentioned earlier, They has Bollywood night which didn't even start till 10pm.
Finally,
Food - 2.5
Ambience - 3
Service - 3
Menu and pricing - 3",3,"20 Reviews , 23 Followers"
SKYHY,Vigil Venugopal,The biggest screen in town with a lovely rooftop. But portion size and value for money takes a dip. They have different rules on zomato gold or Dineout. Pricy too !,4,"24 Reviews , 295 Followers"
SKYHY,Ramesh RS,"Excellent place to party great corporate offer for lunch and dinner rooftop is awesome as big screen awesome food and drinks good and staff is good sunil who take care of our table... Great place
See u again",5,"2 Reviews , 9 Followers"
SKYHY,Sudhansu Mishra,"Pub was superb...rooftop, great ambiance, good music , dance floor but food was ok..most of the popular drinks was not available ☹️.. overall good😊",3,"3 Reviews , 2 Followers"
SKYHY,Varunkumar Reddy,"The best hangouts place with friends and girlfriend and it had good dance floor. I got good variety of liquor brands also but the food is main concern in terms of both taste and quantity.for quires contact sujith_reddy12 in instagram
SKYHY",3,"7 Reviews , 14 Followers"
SKYHY,$ign,"Had the long island and the salsa nachos, bothered excellent, the nachos were delicious with a smoked after taste which was fantastic, the music and ambiance was on point and honestly first place iv seen who provielde sugar cane stick as a sterer it's a genius idea, good to chew on when you wait for your food! But more than anything it was the manager of the outlet who took the cake in terms of service stand up chap, props to him!",4,"50 Reviews , 55 Followers"
SKYHY,Srikanth Gogineni,Cocktails are awesome. Great ambience. Food is good. Fish starters are tasty. I seated at rooftop. Nice place to hang out with friends and colleagues.,5,"5 Reviews , 21 Followers"
SKYHY,Ram Prakash Reddy,"the name resembles this place with their prices(Skyhy).Very bad experience, worst food, worst service. We ordered spicy grill chicken, we couldn’t differentiate whether it was chicken or some other cheap meat. The fish fingers were oily as Hyderabad’s summer sweat! 😂. I would rate 0/5 for this place",1,"2 Reviews , 1 Follower"
Olive Garden,Ram Gopal,last time you given big box pepper chicken with cost 200 now you have given small one cost of 240 this the way you treat the customers,1,"8 Reviews , 2 Followers"
Olive Garden,Sneha Gupta,the dish was extremely oily. the tandoori roti was tasting sour (bad sour). seemed it was made from the spoiled dough,2,"10 Reviews , 119 Followers"
Olive Garden,Smrati Saxena,"I ordered noodles and manchurian combo from this place, first of all i would like to suggest management to send fork along with the food as they have only sent the spoons and needless to say you cannot eat noodles from spoon. second the quantity was really less of manchurian. some improvement in food is suggested",3,"18 Reviews , 41 Followers"
Olive Garden,Bsdmkr,Good,4,"1 Review , 1 Follower"
Olive Garden,Manas Ranjan Sahu,Staffs are very professional. It was an excellent experience. We had chatpata tandoori kabbab was fantabulous. The place is super good and must recommend for kabbabs.,5,"6 Reviews , 23 Followers"
